bonus_value_id	effect	unit_set
unit_damage_resistance_magic_mod	dread_effect_force_stat_magic_resistance_cairn_wraith_hex_wraith	dread_army_buff_vampiric_creatures_ghosts
mod_land_movement_battle	dread_effect_force_stat_speed_fell_bats_dire_wolves	dread_army_buff_vampiric_creatures_bat_wolves
melee_attack_mod	dread_effect_force_stat_melee_attack_ushabti_titan	dread_army_buff_vampiric_creatures
ammo_mod	dread_effect_force_stat_ammunition_tmb_archer_rank7	dread_army_buff_vet_archer
ammo_mod	dread_effect_force_stat_ammunition_tmb_archer_rank7	dread_army_buff_vet_archer_ror
missile_damage_ap_mod_mult	dread_effect_force_stat_missile_damage_tmb_archer_rank7	dread_army_buff_vet_archer
missile_damage_mod_mult	dread_effect_force_stat_missile_damage_tmb_archer_rank7	dread_army_buff_vet_archer
missile_damage_ap_mod_mult	dread_effect_force_stat_missile_damage_tmb_archer_rank7	dread_army_buff_vet_archer_ror
missile_damage_mod_mult	dread_effect_force_stat_missile_damage_tmb_archer_rank7	dread_army_buff_vet_archer_ror
unit_damage_resistance_missile_mod	dread_effect_force_stat_missile_resistance_tmb_archer_rank7	dread_army_buff_vet_archer
unit_damage_resistance_missile_mod	dread_effect_force_stat_missile_resistance_tmb_archer_rank7	dread_army_buff_vet_archer_ror
armour_mod	dread_effect_force_stat_armour_tmb_cav_rank7	dread_army_buff_vet_cav
armour_mod	dread_effect_force_stat_armour_tmb_cav_rank7	dread_army_buff_vet_cav_ror
melee_attack_mod	dread_effect_force_stat_melee_attack_tmb_cavalry_rank7	dread_army_buff_vet_cav
melee_attack_mod	dread_effect_force_stat_melee_attack_tmb_cavalry_rank7	dread_army_buff_vet_cav_ror
unit_damage_resistance_physical_mod	dread_effect_force_stat_physical_resistance_tmb_cav_rank7	dread_army_buff_vet_cav
unit_damage_resistance_physical_mod	dread_effect_force_stat_physical_resistance_tmb_cav_rank7	dread_army_buff_vet_cav_ror
armour_mod	dread_effect_force_stat_armour_tmb_melee_infantry_rank7	dread_army_buff_vet_infantry
unit_damage_resistance_missile_mod	dread_effect_force_stat_missile_resistance_tmb_infantry_rank7	dread_army_buff_vet_infantry
mod_land_movement_battle	dread_effect_force_stat_speed_tmb_infantry_rank7	dread_army_buff_vet_infantry
armour_mod	dread_effect_force_stat_armour_tmb_melee_infantry_rank7	dread_army_buff_vet_infantry_ror
unit_damage_resistance_missile_mod	dread_effect_force_stat_missile_resistance_tmb_infantry_rank7	dread_army_buff_vet_infantry_ror
mod_land_movement_battle	dread_effect_force_stat_speed_tmb_infantry_rank7	dread_army_buff_vet_infantry_ror
morale	dread_effect_force_stat_leadership_tmb_monster_rank7	dread_army_buff_vet_monsters
unit_damage_resistance_magic_mod	dread_effect_force_stat_magic_resistance_tmb_monster_rank7	dread_army_buff_vet_monsters
melee_damage_ap_mod_mult	dread_effect_force_stat_weapon_strength_tmb_all_monster_rank7	dread_army_buff_vet_monsters
melee_damage_mod_mult	dread_effect_force_stat_weapon_strength_tmb_all_monster_rank7	dread_army_buff_vet_monsters
morale	dread_effect_force_stat_leadership_tmb_monster_rank7	dread_army_buff_vet_monsters_ror
unit_damage_resistance_magic_mod	dread_effect_force_stat_magic_resistance_tmb_monster_rank7	dread_army_buff_vet_monsters_ror
melee_damage_ap_mod_mult	dread_effect_force_stat_weapon_strength_tmb_all_monster_rank7	dread_army_buff_vet_monsters_ror
melee_damage_mod_mult	dread_effect_force_stat_weapon_strength_tmb_all_monster_rank7	dread_army_buff_vet_monsters_ror
unit_cap	wh2_dlc14_effect_unit_cap_arkhan_vmp_all	vmp_unit_cairn_wraiths
global_recruit_time_mod	wh2_dlc15_effect_global_recruitment_duration_arkhan_counts_units	vmp_unit_cairn_wraiths
melee_damage_ap_mod_mult	ovn_ghost_packlead_wps	ovn_ghost_barrier
melee_attack_mod	ovn_ghost_packlead_ma	ovn_ghost_barrier
morale	ovn_dk_inf_skeleton_pikemen_morale	ovn_dk_inf_skeleton_pikemen_vet
unit_damage_resistance_physical_mod	ovn_dk_inf_skeleton_pikemen_phys_res	ovn_dk_inf_skeleton_pikemen_vet
melee_damage_ap_mod_add	ovn_dk_vet_hoplites_ap_add	ovn_dk_vet_hoplites
melee_damage_ap_mod_add	ovn_dk_vet_hoplites_ap_add	ovn_dk_vet_hoplites_ror
charge_bonus	ovn_dk_vet_minotaurs_chrg_mult	ovn_dk_vet_minotaurs
mod_land_movement_battle	ovn_dk_vet_minotaurs_spd	ovn_dk_vet_minotaurs
armour_mod	wh2_dlc09_tmb_ushabti_ovn_dk_armour	wh2_dlc09_tmb_ushabti
melee_defence_mod	wh2_dlc09_tmb_ushabti_ovn_dk_md	wh2_dlc09_tmb_ushabti
morale	wh2_dlc09_tmb_ushabti_ovn_dk_ld	wh2_dlc09_tmb_ushabti
damage_vs_infantry	wh2_dlc09_tmb_mon_ushabti_0_ovn_dk_vs_inf	wh2_dlc09_tmb_mon_ushabti_0
missile_damage_ap_mod_mult	wh2_dlc09_tmb_mon_ushabti_1_mis_dmg	wh2_dlc09_tmb_mon_ushabti_1
missile_damage_mod_mult	wh2_dlc09_tmb_mon_ushabti_1_mis_dmg	wh2_dlc09_tmb_mon_ushabti_1
melee_damage_ap_mod_mult	ovn_dk_vet_ushabti_melee_wps	ovn_dk_vet_ushabti_melee
melee_damage_mod_mult	ovn_dk_vet_ushabti_melee_wps	ovn_dk_vet_ushabti_melee
melee_attack_mod	ovn_dk_vet_ushabti_melee_ma	ovn_dk_vet_ushabti_melee
reload	ovn_dk_vet_ushabti_bow_reload	ovn_dk_vet_ushabti_bow
ammo_mod	ovn_dk_vet_ushabti_bow_ammo	ovn_dk_vet_ushabti_bow
melee_damage_ap_mod_add	ovn_tmb_inf_tomb_guard_0_wps_ap	ovn_tmb_inf_tomb_guard_0
damage_vs_large_entities	ovn_tmb_inf_tomb_guard_1_aL	ovn_tmb_inf_tomb_guard_1
armour_mod	ovn_wh2_dlc09_tmb_tomb_guard_armour	ovn_tmb_inf_tomb_guard_0
morale	ovn_wh2_dlc09_tmb_tomb_guard_ld	ovn_tmb_inf_tomb_guard_0
armour_mod	ovn_wh2_dlc09_tmb_tomb_guard_armour	ovn_tmb_inf_tomb_guard_1
morale	ovn_wh2_dlc09_tmb_tomb_guard_ld	ovn_tmb_inf_tomb_guard_1
melee_attack_mod	ovn_vet_tmb_inf_tomb_guard_0_ma	ovn_vet_tmb_inf_tomb_guard_0
